insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (94, 'спонсор', 'winthrop@jo', '10726300656');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (183, 'приёмная комиссия', 'ana@eberhardt', '14128828108');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (249, 'приёмная комиссия', 'pearson@eartha', '15932102927');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (326, 'столовая', 'arawn@warner', '16834579785');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (182, 'миграционная служба', 'amada@bardrick', '16973610495');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (384, 'спонсор', 'hann@kardeiz', '19272101973');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (321, 'приёмная комиссия', 'thorne@baptiste', '10477862432');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (480, 'столовая', 'josilyn@ogaleesha', '12827462874');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (397, 'столовая', 'deziree@leslie', '17817577250');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (442, 'приёмная комиссия', 'cadman@crompton', '19598321511');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (372, 'столовая', 'barr@tiahna', '14315106876');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (471, 'спонсор', 'clareta@shet', '17855702737');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (161, 'ректор', 'margarethe@cassie', '11098415041');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (244, 'ректор', 'markus@kasiya', '12422318433');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (99, 'приёмная комиссия', 'wilbur@algernon', '14248900978');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (417, 'ректор', 'giovanna@hieremias', '10013877559');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (475, 'спонсор', 'felix@heallfrith', '19995110830');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (348, 'спонсор', 'raynard@colan', '14050457359');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (498, 'спонсор', 'dianthe@ayubu', '12311844526');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (155, 'ректор', 'fleming@ahearn', '12039566473');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (122, 'миграционная служба', 'wahanassatta@kiva', '13762818498');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (499, 'спонсор', 'kolena@dallis', '14222316074');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (80, 'приёмная комиссия', 'qutaybah@tilman', '17216310404');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (453, 'миграционная служба', 'karolina@cibil', '10901727096');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (447, 'приёмная комиссия', 'gaetane@briant', '15137802058');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (478, 'столовая', 'kamlyn@byrdene', '19661451191');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (495, 'приёмная комиссия', 'codell@asura', '11523511137');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (199, 'миграционная служба', 'aubrianne@kawaii', '12739160252');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (7, 'приёмная комиссия', 'pericles@meht-urt', '15717052607');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (494, 'ректор', 'adoette@kenway', '10127892823');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (114, 'столовая', 'alton@willoughby', '15912757447');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (111, 'приёмная комиссия', 'bardan@ordella', '19808296972');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (380, 'приёмная комиссия', 'bradly@ivan', '16189102955');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (385, 'приёмная комиссия', 'yunis@carmelide', '12913830495');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (310, 'приёмная комиссия', 'adalia@sayyid', '14561221619');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (108, 'приёмная комиссия', 'sharnta@arlyn', '16929631650');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (33, 'ректор', 'mackinzie@lorin', '10450768470');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (217, 'миграционная служба', 'chelinda@bressal', '13335288130');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (479, 'столовая', 'nexeu@isole', '19833976633');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (324, 'столовая', 'mark@della', '19814694245');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (294, 'столовая', 'cibil@nic', '11365249041');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (49, 'миграционная служба', 'robby@camella', '19446412835');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (131, 'ректор', 'darleen@coillcumhann', '10236029268');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (136, 'ректор', 'kip@hedvige', '16610540288');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (280, 'ректор', 'anny@noy', '11200224814');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (273, 'миграционная служба', 'robin@chrissie', '18939325956');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (292, 'столовая', 'hrytherford@mick', '12892523284');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (82, 'миграционная служба', 'ivar@gard', '17016307779');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (284, 'столовая', 'china@attor', '11630283816');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (64, 'миграционная служба', 'calleigha@anne', '14991319200');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (341, 'столовая', 'narve@korfa', '10700240007');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (332, 'приёмная комиссия', 'tahnee@davin', '10406476885');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (482, 'миграционная служба', 'yasir@cat', '16596225705');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (75, 'ректор', 'grisandole@belen', '15682501960');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (327, 'столовая', 'leucothea@marta', '14732976089');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (405, 'миграционная служба', 'zimra@blerung', '15538038143');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (406, 'столовая', 'ferguson@michella', '16284483763');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (19, 'спонсор', 'fermina@cordelia', '18530836522');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (149, 'столовая', 'davinia@helenus', '14485332113');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (435, 'ректор', 'eastre@channing', '19623858112');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (390, 'приёмная комиссия', 'rainer@ide', '12023113797');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (202, 'спонсор', 'wuti@ellen', '17677824707');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (132, 'спонсор', 'muhsin@tony', '12103901735');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (361, 'спонсор', 'shilah@ornetta', '13822110482');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (246, 'миграционная служба', 'ronce@gertruda', '19986501302');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (348, 'ректор', 'kaelene@fenyang', '16306940401');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (311, 'приёмная комиссия', 'wilbart@mariela', '11881795137');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (218, 'миграционная служба', 'melisenda@villetta', '15521710873');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (55, 'приёмная комиссия', 'jordanna@perahta', '16259139271');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (270, 'столовая', 'portia@nicanor', '10988224020');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (92, 'миграционная служба', 'tam@carlton', '12981896866');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (345, 'ректор', 'stokkard@galen', '15196284196');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (455, 'спонсор', 'karrin@zephan', '17029536038');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (214, 'спонсор', 'astolpho@maynor', '17816292971');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (28, 'столовая', 'soyala@jorden', '11606200018');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (211, 'спонсор', 'edlyn@lear', '17054258368');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (414, 'столовая', 'risteard@storm', '15468511390');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (343, 'приёмная комиссия', 'mimi@tehuti', '12445339789');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (230, 'спонсор', 'susan@ronia', '18643015914');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (431, 'столовая', 'frascuelo@winswode', '18230268326');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (47, 'ректор', 'akia@kadyn', '11191845701');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (223, 'спонсор', 'acharya@carlo', '17423525662');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (116, 'спонсор', 'keely@finian', '10200814181');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (214, 'ректор', 'toland@uzumati', '10843120746');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (23, 'миграционная служба', 'ifor@amany', '19115447963');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (435, 'спонсор', 'travis@jagur', '10590502215');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (130, 'спонсор', 'ferran@ewen', '11376898201');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (77, 'миграционная служба', 'garda@amymone', '14888159689');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (16, 'ректор', 'grimbold@blondell', '11981911524');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (290, 'приёмная комиссия', 'petrina@nawaf', '17725620827');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (31, 'миграционная служба', 'wilbur@cecilia', '18111071444');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (48, 'столовая', 'camryn@rufina', '17636941879');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (228, 'ректор', 'adrianna@brengwain', '14870533450');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (362, 'приёмная комиссия', 'leverett@sterlyn', '11120719103');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (39, 'столовая', 'terza@roxanne', '18038911730');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (7, 'спонсор', 'acheflour@claudia', '16984713188');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (449, 'ректор', 'kord@innes', '10598568175');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (131, 'приёмная комиссия', 'seaburt@deja', '13300204744');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (294, 'спонсор', 'jasmyne@adlai', '18886212844');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (312, 'миграционная служба', 'kingdon@keelin', '12016256334');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (242, 'спонсор', 'sheedy@misti', '12079700336');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (193, 'приёмная комиссия', 'noreis@kristabelle', '11722477085');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (170, 'столовая', 'wilford@tibalt', '12135617141');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (421, 'приёмная комиссия', 'viheke@ogaleesha', '13953256331');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (455, 'столовая', 'cromwell@torie', '11426413526');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (311, 'приёмная комиссия', 'baraka@cyneley', '15970564560');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (150, 'спонсор', 'ring@panagiotis', '10448405900');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (67, 'ректор', 'cindi@elgine', '14601407098');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (209, 'столовая', 'charlena@elidure', '15866144566');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (312, 'ректор', 'abeba@marcail', '13676176338');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (154, 'столовая', 'nanine@woolcott', '19638873371');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (32, 'спонсор', 'diamont@jaroslav', '17433064787');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (53, 'приёмная комиссия', 'macaire@taiyana', '17386808146');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (159, 'ректор', 'fifne@jarel', '15220200546');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (305, 'миграционная служба', 'carlita@neta', '19875662208');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (385, 'миграционная служба', 'jorgen@beitris', '18521328074');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (158, 'ректор', 'olis@ham', '16435487083');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (93, 'ректор', 'dia@kirkley', '10114005003');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (60, 'спонсор', 'aala@able', '16223891223');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (56, 'спонсор', 'carmencita@uisnech', '10684004955');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (34, 'столовая', 'durward@ivan', '19964778521');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (227, 'приёмная комиссия', 'aludra@teresa', '19889727518');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (49, 'спонсор', 'janson@elizabeth', '15643856954');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (99, 'приёмная комиссия', 'lirit@miroslava', '14401003299');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (440, 'приёмная комиссия', 'hyatt@alhhard', '10654497237');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (1, 'спонсор', 'malita@edwy', '13314069824');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (181, 'ректор', 'thai@hardtman', '16126550072');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (270, 'столовая', 'doran@caroline', '13336262246');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (71, 'приёмная комиссия', 'davion@eliane', '17232135927');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (409, 'спонсор', 'tovi@tighearnach', '19788937303');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (105, 'столовая', 'davey@atum', '13773170455');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (357, 'столовая', 'swintun@conal', '10625415499');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (62, 'приёмная комиссия', 'neila@kendrick', '15473685406');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (496, 'приёмная комиссия', 'alhsom@wynnie', '15913594342');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (156, 'спонсор', 'rovere@ivalyn', '15315291135');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (143, 'приёмная комиссия', 'zuhura@gannon', '14482963216');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (37, 'спонсор', 'angus@bane', '15687123823');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (335, 'спонсор', 'dimitrie@kolichiyaw', '18356834990');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (339, 'столовая', 'elisheva@manya', '16824260007');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (44, 'миграционная служба', 'winifreda@deems', '18137796314');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (425, 'приёмная комиссия', 'nafiens@ane', '15264082636');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (412, 'ректор', 'lanette@nedra', '13423995440');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (186, 'миграционная служба', 'amenophis@talutah', '14172895885');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (375, 'приёмная комиссия', 'githa@zeroun', '19623507039');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (126, 'миграционная служба', 'erlene@iseabail', '14230905905');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (344, 'миграционная служба', 'channelle@jordain', '10002461072');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (57, 'столовая', 'adeola@marshal', '17189475078');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (331, 'спонсор', 'dianna@pylades', '11529990104');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (321, 'спонсор', 'takoda@moor', '17638515884');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (200, 'миграционная служба', 'jenda@harimilla', '17930654252');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (414, 'приёмная комиссия', 'merlin@antanasia', '17383467610');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (424, 'столовая', 'floretta@alphenor', '19465416185');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (291, 'столовая', 'hestia@farquharson', '11101207787');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (271, 'спонсор', 'kye@wenona', '18259311686');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (457, 'ректор', 'madelhari@coyan', '18624431042');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (7, 'ректор', 'shulamit@winchell', '10682746168');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (6, 'спонсор', 'keely@kohlvin', '14827693764');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (486, 'ректор', 'tami@layla', '15360190678');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (280, 'ректор', 'natividad@hamal', '11219922962');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (145, 'столовая', 'nitza@damita', '11092520663');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (388, 'столовая', 'magena@waqi', '17083423916');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (310, 'ректор', 'windsor@bromly', '13386171984');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (157, 'ректор', 'sterling@bearcban', '12465248776');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (372, 'миграционная служба', 'mallaidh@edsel', '19713748800');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (298, 'миграционная служба', 'weolingtun@cathie', '10181412970');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (25, 'приёмная комиссия', 'yasar@carleigh', '11198055363');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (204, 'столовая', 'rudella@hassan', '10927310381');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (467, 'миграционная служба', 'iona@thornton', '14507288449');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (486, 'столовая', 'brann@conrad', '10819503197');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (141, 'миграционная служба', 'reynard@yohance', '10547170269');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (107, 'спонсор', 'lonna@radolf', '17476778942');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (144, 'миграционная служба', 'ophelia@kourtnee', '12491198903');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (239, 'ректор', 'jaymie@lurline', '11865201364');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (63, 'приёмная комиссия', 'kassadi@aneko', '12039252606');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (329, 'приёмная комиссия', 'alysia@julina', '13397265756');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (377, 'столовая', 'set@ixion', '10055112519');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (79, 'ректор', 'fielding@aksel', '14534925627');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (22, 'приёмная комиссия', 'mika@inis', '12203870565');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (380, 'спонсор', 'angelia@gunnar', '14777117625');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (8, 'приёмная комиссия', 'kelvin@jose', '16470761743');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (405, 'ректор', 'olga@michiko', '18322706055');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (221, 'миграционная служба', 'blisse@bertrand', '12855003839');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (369, 'спонсор', 'teriann@cabal', '12828918239');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (351, 'приёмная комиссия', 'arwyroe@gifre', '14738369414');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (126, 'ректор', 'bing@devries', '11004081390');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (428, 'миграционная служба', 'jori@meztli', '10852213251');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (480, 'ректор', 'laine@earnest', '11783729528');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (32, 'приёмная комиссия', 'taro@kingswell', '19113688796');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (238, 'миграционная служба', 'emmanuella@bates', '12574142237');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (179, 'ректор', 'strong@art', '12358167730');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (162, 'спонсор', 'edson@abir', '19571558596');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (192, 'приёмная комиссия', 'garrick@jenny', '17928061022');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (260, 'столовая', 'shasti@arete', '15074367767');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (27, 'столовая', 'peter@nereus', '10737115534');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (390, 'спонсор', 'yigil@britney', '11626490995');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (250, 'миграционная служба', 'sibyla@brademagus', '13643931500');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (307, 'ректор', 'naomi@bardrick', '14921114451');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (67, 'столовая', 'ariane@larena', '11350226475');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (164, 'миграционная служба', 'jeremie@are', '14844383539');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (400, 'миграционная служба', 'dana@robb', '19480850551');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (277, 'столовая', 'matsimela@toland', '15569311367');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (270, 'спонсор', 'huarwar@aries', '19677547597');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (33, 'приёмная комиссия', 'matchitisiw@danila', '16972962275');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (202, 'миграционная служба', 'awarnach@barnaby', '13402054481');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (278, 'столовая', 'gaspard@darek', '16128120765');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (363, 'приёмная комиссия', 'kim@gorry', '11432653232');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (260, 'приёмная комиссия', 'roderic@macbride', '16528625953');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (283, 'миграционная служба', 'cotovatre@khiara', '15769308486');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (38, 'миграционная служба', 'morrin@edelina', '15891033343');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (304, 'столовая', 'deegan@archaimbaud', '14634893129');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (484, 'спонсор', 'neorah@fernand', '19711205834');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (435, 'ректор', 'niall@freowine', '16553765099');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (448, 'спонсор', 'keenat@brooke', '15651055623');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (57, 'ректор', 'bela@keene', '13965470323');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (156, 'приёмная комиссия', 'garry@nerthus', '13727388111');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (209, 'спонсор', 'asaph@bliant', '11633176444');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (496, 'столовая', 'fulop@frisco', '14142368150');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (15, 'спонсор', 'hotah@marmion', '17157410296');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (321, 'столовая', 'jean baptiste@mavis', '10435459786');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (144, 'миграционная служба', 'elvinia@lyric', '15410867548');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (482, 'приёмная комиссия', 'tarif@skyller', '11983021341');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (169, 'спонсор', 'oram@arlys', '11655813230');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (205, 'столовая', 'hailey@pakwa', '10288484749');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (350, 'спонсор', 'rainaa@maribella', '18759466724');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (248, 'приёмная комиссия', 'chosovi@trypp', '16088946582');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (34, 'миграционная служба', 'bailey@astra', '17333601338');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (310, 'приёмная комиссия', 'norton@landa', '14179980904');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (61, 'ректор', 'kerianna@julienne', '17122458299');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (79, 'столовая', 'arleigh@mae', '14687762579');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (497, 'столовая', 'allan@anatolie', '17659312626');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (26, 'столовая', 'donall@shadrach', '19985612718');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (367, 'приёмная комиссия', 'adelina@ganelon', '13499206000');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (355, 'столовая', 'desta@zioniah', '16781557901');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (126, 'ректор', 'agravain@odiana', '17387308724');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (259, 'ректор', 'palassa@mackenzie', '11346369504');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (23, 'ректор', 'marvelle@ladislav', '14994172061');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (274, 'столовая', 'marin@sunniva', '10191034604');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (25, 'приёмная комиссия', 'malila@trypp', '19577104623');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (153, 'приёмная комиссия', 'ramsden@kenyatta', '18553158762');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (478, 'ректор', 'chauncey@ishmael', '19628636257');
